,mean AUC,angry AUC,disgust AUC,fear AUC,happy AUC,neautral AUC,sad AUC,surprise AUC,mean ACC,angry ACC,disgust ACC,fear ACC,happy ACC,neautral ACC,sad ACC,surprise ACC
Fer2013_filtered_uniform_aug_disgust100_residual05_identity05 xval-10,0.9124346428571428,0.8856300000000001,0.930785,0.8566266666666668,0.9590883333333332,0.9168999999999998,0.8601633333333334,0.9778491666666668,0.6468571428571429,0.561,0.5740000000000001,0.489,0.8130000000000001,0.6759999999999999,0.583,0.8320000000000001
Fer2013_filtered_uniform_aug_disgust100_residual05_identity05 xval-10,0.912087380952381,0.8802508333333334,0.9387816666666668,0.8557766666666666,0.9572991666666664,0.9151108333333332,0.8602016666666668,0.9771908333333332,0.6412857142857143,0.5770000000000001,0.5850000000000001,0.4609999999999999,0.8090000000000002,0.626,0.598,0.833
Fer2013_filtered_uniform_aug_disgust100_residual05_identity05 xval-10,0.910435,0.8791266666666667,0.9307216666666666,0.8510249999999999,0.9584250000000001,0.9158966666666666,0.8596766666666668,0.9781733333333333,0.6428571428571428,0.5800000000000001,0.5549999999999999,0.48200000000000004,0.8390000000000001,0.6429999999999999,0.575,0.826
